2024-04-24 10:44:06.951840,76,76,0
2024-04-24 10:44:06.952834,86,80,0
2024-04-24 10:44:06.952834,90,85,0
2024-04-24 10:44:06.952834,92,76,0
2024-04-24 10:44:06.953839,92,79,0
2024-04-24 10:44:06.953839,88,72,0
2024-04-24 10:44:06.954833,98,64,0
2024-04-24 10:44:06.955831,96,58,0
2024-04-24 10:44:06.955831,91,65,0
2024-04-24 10:44:06.956836,84,69,0
2024-04-24 10:44:06.956836,80,61,0
2024-04-24 10:44:06.957833,78,51,0
2024-04-24 10:44:06.957833,75,61,0
2024-04-24 10:44:06.958835,74,51,0
2024-04-24 10:44:06.958835,72,58,0
2024-04-24 10:44:06.959834,78,57,0
2024-04-24 10:44:06.960835,84,51,0
2024-04-24 10:44:06.961834,83,42,0
2024-04-24 10:44:06.961834,76,45,0
2024-04-24 10:44:06.962832,69,41,0
2024-04-24 10:44:06.964835,73,41,0
2024-04-24 10:44:06.965833,77,34,0
2024-04-24 10:44:06.966838,72,26,0
2024-04-24 10:44:06.967838,81,26,0
2024-04-24 10:44:06.967838,89,32,0
2024-04-24 10:44:06.968837,99,37,0
2024-04-24 10:44:06.968837,100,28,0
2024-04-24 10:44:06.969835,98,31,0
2024-04-24 10:44:06.970837,88,33,0
2024-04-24 10:44:06.971855,97,32,0
2024-04-24 10:44:06.972830,96,22,0
2024-04-24 10:44:06.972830,98,30,0
2024-04-24 10:44:06.972830,99,35,0
2024-04-24 10:44:06.973837,97,43,0
2024-04-24 10:44:06.973837,97,45,0
2024-04-24 10:44:06.974838,95,38,0
2024-04-24 10:44:06.975851,95,43,0
2024-04-24 10:44:06.975851,86,37,0
2024-04-24 10:44:06.976843,89,27,0
2024-04-24 10:44:06.977852,89,31,0
2024-04-24 10:44:06.978831,85,22,0
2024-04-24 10:44:06.978831,92,19,0
2024-04-24 10:44:06.978831,94,15,0
2024-04-24 10:44:06.979832,94,24,0
2024-04-24 10:44:06.979832,98,28,0
2024-04-24 10:44:06.980835,90,30,0
2024-04-24 10:44:06.981833,89,27,0
2024-04-24 10:44:06.981833,90,22,0
2024-04-24 10:44:06.982838,87,16,0
2024-04-24 10:44:06.983837,97,12,0
2024-04-24 10:44:06.983837,89,13,0
2024-04-24 10:44:06.984830,85,17,0
2024-04-24 10:44:06.984830,89,26,0
2024-04-24 10:44:06.985828,83,20,0
2024-04-24 10:44:06.985828,85,30,0
2024-04-24 10:44:06.986827,90,23,0
2024-04-24 10:44:06.986827,100,23,0
2024-04-24 10:44:06.987826,97,27,0
2024-04-24 10:44:06.988827,98,22,0
2024-04-24 10:44:06.988827,96,16,0
2024-04-24 10:44:06.989825,96,7,0
2024-04-24 10:44:06.989825,91,3,0
2024-04-24 10:44:06.990842,84,3,0
2024-04-24 10:44:06.990842,79,3,0
2024-04-24 10:44:06.991838,80,7,0
2024-04-24 10:44:06.991838,76,12,0
2024-04-24 10:44:06.992833,77,3,0
2024-04-24 10:44:06.993829,86,3,0
2024-04-24 10:44:06.993829,80,5,0
2024-04-24 10:44:06.994826,73,5,0
2024-04-24 10:44:06.994826,65,15,0
2024-04-24 10:44:06.995826,69,25,0
2024-04-24 10:44:06.995826,61,17,0
2024-04-24 10:44:06.996830,56,12,0
2024-04-24 10:44:06.996830,47,17,0
2024-04-24 10:44:06.997831,49,16,0
2024-04-24 10:44:06.997831,46,20,0
2024-04-24 10:44:06.998828,47,10,0
2024-04-24 10:44:06.998828,55,1,0
2024-04-24 10:44:06.999834,58,1,0
2024-04-24 10:44:06.999834,59,1,0
2024-04-24 10:44:07.000827,66,2,0
2024-04-24 10:44:07.000827,76,9,0
2024-04-24 10:44:07.001826,70,9,0
2024-04-24 10:44:07.001826,74,3,0
2024-04-24 10:44:07.002825,79,9,0
2024-04-24 10:44:07.003825,78,14,0
2024-04-24 10:44:07.003825,72,20,0
2024-04-24 10:44:07.004825,75,27,0
2024-04-24 10:44:07.004825,76,17,0
2024-04-24 10:44:07.005834,83,24,0
2024-04-24 10:44:07.005834,89,17,0
2024-04-24 10:44:07.006828,98,10,0
2024-04-24 10:44:07.006828,90,18,0
2024-04-24 10:44:07.007826,87,19,0
2024-04-24 10:44:07.007826,94,12,0
2024-04-24 10:44:07.008825,99,7,0
2024-04-24 10:44:07.008825,98,3,0
2024-04-24 10:44:07.009825,95,3,0
