2024-04-24 10:41:11.792866,42,0,False
2024-04-24 10:41:11.793849,44,0,False
2024-04-24 10:41:11.793849,43,8,False
2024-04-24 10:41:11.794848,38,6,False
2024-04-24 10:41:11.795855,39,12,False
2024-04-24 10:41:11.795855,43,21,False
2024-04-24 10:41:11.796851,37,24,False
2024-04-24 10:41:11.797861,41,16,False
2024-04-24 10:41:11.797861,41,11,False
2024-04-24 10:41:11.803852,48,1,False
2024-04-24 10:41:11.807850,56,1,False
2024-04-24 10:41:11.809844,61,1,False
2024-04-24 10:41:11.809844,56,1,False
2024-04-24 10:41:11.810850,62,1,False
2024-04-24 10:41:11.810850,54,4,False
2024-04-24 10:41:11.812848,60,1,False
2024-04-24 10:41:11.813852,59,11,False
2024-04-24 10:41:11.813852,56,1,False
2024-04-24 10:41:11.814845,58,1,False
2024-04-24 10:41:11.814845,49,1,False
2024-04-24 10:41:11.815847,42,8,False
2024-04-24 10:41:11.815847,50,8,False
2024-04-24 10:41:11.816853,49,14,False
2024-04-24 10:41:11.817852,56,23,False
2024-04-24 10:41:11.817852,59,26,False
2024-04-24 10:41:11.818849,60,19,False
2024-04-24 10:41:11.819851,59,29,False
2024-04-24 10:41:11.819851,61,39,False
2024-04-24 10:41:11.820850,51,46,False
2024-04-24 10:41:11.821848,43,47,False
2024-04-24 10:41:11.821848,43,56,False
2024-04-24 10:41:11.822856,39,60,False
2024-04-24 10:41:11.823864,31,60,False
2024-04-24 10:41:11.823864,38,57,False
2024-04-24 10:41:11.824847,34,52,False
2024-04-24 10:41:11.825852,34,62,False
2024-04-24 10:41:11.825852,37,67,False
2024-04-24 10:41:11.826849,36,72,False
2024-04-24 10:41:11.827846,40,65,False
2024-04-24 10:41:11.828849,36,58,False
2024-04-24 10:41:11.828849,37,59,False
2024-04-24 10:41:11.829846,35,51,False
2024-04-24 10:41:11.830850,37,58,False
2024-04-24 10:41:11.831849,39,67,False
2024-04-24 10:41:11.832847,40,76,False
2024-04-24 10:41:11.836850,38,72,False
2024-04-24 10:41:11.837845,44,78,False
2024-04-24 10:41:11.839852,49,70,False
2024-04-24 10:41:11.841854,40,72,False
2024-04-24 10:41:11.842849,46,80,False
2024-04-24 10:41:11.843852,53,77,False
2024-04-24 10:41:11.846845,59,82,False
