2024-04-24 10:42:52.145091,5,53,0
2024-04-24 10:42:52.146231,6,43,0
2024-04-24 10:42:52.146782,1,46,0
2024-04-24 10:42:52.147318,1,46,0
2024-04-24 10:42:52.148255,1,55,0
2024-04-24 10:42:52.148958,1,59,0
2024-04-24 10:42:52.149470,1,65,0
2024-04-24 10:42:52.150353,1,61,0
2024-04-24 10:42:52.150871,6,52,0
2024-04-24 10:42:52.151589,6,53,0
2024-04-24 10:42:52.152108,7,45,0
2024-04-24 10:42:52.152705,15,47,0
2024-04-24 10:42:52.153466,23,52,0
2024-04-24 10:42:52.154587,14,45,0
2024-04-24 10:42:52.155134,22,55,0
2024-04-24 10:42:52.155701,24,46,0
2024-04-24 10:42:52.157898,29,44,0
2024-04-24 10:42:52.158459,32,47,0
2024-04-24 10:42:52.159122,28,46,0
2024-04-24 10:42:52.159706,29,50,0
2024-04-24 10:42:52.160468,29,46,0
2024-04-24 10:42:52.161076,29,44,0
2024-04-24 10:42:52.161806,30,51,0
2024-04-24 10:42:52.162497,35,54,0
2024-04-24 10:42:52.163094,25,53,0
2024-04-24 10:42:52.163971,31,49,0
2024-04-24 10:42:52.164652,21,48,0
2024-04-24 10:42:52.165256,14,49,0
2024-04-24 10:42:52.165813,19,42,0
2024-04-24 10:42:52.166322,17,46,0
2024-04-24 10:42:52.166846,25,40,0
2024-04-24 10:42:52.167356,21,46,0
2024-04-24 10:42:52.167356,24,50,0
2024-04-24 10:42:52.168267,14,52,0
2024-04-24 10:42:52.168905,16,48,0
2024-04-24 10:42:52.169445,16,43,0
2024-04-24 10:42:52.169955,12,34,0
2024-04-24 10:42:52.170175,4,43,0
2024-04-24 10:42:52.170725,4,50,0
2024-04-24 10:42:52.171251,4,48,0
2024-04-24 10:42:52.171972,14,43,0
2024-04-24 10:42:52.172483,19,35,0
2024-04-24 10:42:52.172483,22,41,0
2024-04-24 10:42:52.173149,23,45,0
2024-04-24 10:42:52.173728,30,46,0
2024-04-24 10:42:52.174389,20,44,0
2024-04-24 10:42:52.174904,18,40,0
2024-04-24 10:42:52.174904,17,33,0
2024-04-24 10:42:52.175603,21,27,0
2024-04-24 10:42:52.175603,30,17,0
2024-04-24 10:42:52.176147,23,10,0
2024-04-24 10:42:52.176147,16,0,0
2024-04-24 10:42:52.176777,9,7,0
2024-04-24 10:42:52.177636,15,3,0
2024-04-24 10:42:52.178187,18,9,0
2024-04-24 10:42:52.179460,21,15,0
2024-04-24 10:42:52.180223,19,5,0
2024-04-24 10:42:52.180735,22,4,0
2024-04-24 10:42:52.181748,23,0,0
2024-04-24 10:42:52.182449,22,7,0
2024-04-24 10:42:52.182747,24,1,0
2024-04-24 10:42:52.183750,25,0,0
2024-04-24 10:42:52.183750,30,9,0
2024-04-24 10:42:52.184975,29,3,0
2024-04-24 10:42:52.185491,35,3,0
2024-04-24 10:42:52.185491,41,2,0
2024-04-24 10:42:52.186529,51,4,0
2024-04-24 10:42:52.186529,50,6,0
2024-04-24 10:42:52.186529,48,0,0
2024-04-24 10:42:52.187514,47,4,0
2024-04-24 10:42:52.188846,39,2,0
2024-04-24 10:42:52.189516,43,2,0
2024-04-24 10:42:52.190602,52,2,0
2024-04-24 10:42:52.190764,42,2,0
2024-04-24 10:42:52.191433,44,2,0
2024-04-24 10:42:52.191947,54,2,0
2024-04-24 10:42:52.191947,54,2,0
2024-04-24 10:42:52.193133,49,11,0
2024-04-24 10:42:52.193642,50,10,0
2024-04-24 10:42:52.193642,49,19,0
2024-04-24 10:42:52.194654,49,9,0
2024-04-24 10:42:52.194654,41,9,0
2024-04-24 10:42:52.194654,38,13,0
2024-04-24 10:42:52.195659,37,19,0
2024-04-24 10:42:52.195659,47,28,0
2024-04-24 10:42:52.195659,46,28,0
2024-04-24 10:42:52.196660,40,20,0
2024-04-24 10:42:52.196660,41,25,0
2024-04-24 10:42:52.196660,31,24,0
2024-04-24 10:42:52.197658,25,26,0
2024-04-24 10:42:52.197658,30,33,0
2024-04-24 10:42:52.198660,23,40,0
2024-04-24 10:42:52.198660,16,43,0
2024-04-24 10:42:52.199259,21,36,0
2024-04-24 10:42:52.199769,13,32,0
2024-04-24 10:42:52.199769,10,26,0
2024-04-24 10:42:52.199769,10,17,0
2024-04-24 10:42:52.200723,11,27,0
2024-04-24 10:42:52.200723,20,36,0
2024-04-24 10:42:52.201238,26,41,0
2024-04-24 10:42:52.201901,23,49,0
2024-04-24 10:42:52.202411,26,47,0
2024-04-24 10:42:52.202764,16,47,0
2024-04-24 10:42:52.202764,7,45,0
2024-04-24 10:42:52.203279,7,55,0
2024-04-24 10:42:52.203279,1,57,0
2024-04-24 10:42:52.203279,1,60,0
2024-04-24 10:42:52.204313,2,67,0
2024-04-24 10:42:52.204313,2,74,0
2024-04-24 10:42:52.204313,2,74,0
2024-04-24 10:42:52.205302,5,74,0
2024-04-24 10:42:52.205302,11,81,0
2024-04-24 10:42:52.205302,12,82,0
2024-04-24 10:42:52.206310,6,88,0
2024-04-24 10:42:52.207043,10,81,0
2024-04-24 10:42:52.207043,1,81,0
2024-04-24 10:42:52.207721,9,72,0
2024-04-24 10:42:52.207721,7,66,0
2024-04-24 10:42:52.208268,12,65,0
2024-04-24 10:42:52.208812,2,57,0
2024-04-24 10:42:52.209339,10,67,0
2024-04-24 10:42:52.209878,7,76,0
2024-04-24 10:42:52.209878,13,70,0
2024-04-24 10:42:52.210432,12,71,0
2024-04-24 10:42:52.210982,9,81,0
2024-04-24 10:42:52.210982,9,78,0
2024-04-24 10:42:52.211528,0,83,0
2024-04-24 10:42:52.211528,0,74,0
2024-04-24 10:42:52.212077,0,71,0
2024-04-24 10:42:52.212593,1,71,0
2024-04-24 10:42:52.212812,4,72,0
2024-04-24 10:42:52.213358,6,62,0
2024-04-24 10:42:52.213869,2,60,0
2024-04-24 10:42:52.214204,2,63,0
2024-04-24 10:42:52.214721,3,63,0
2024-04-24 10:42:52.215013,9,62,0
2024-04-24 10:42:52.215725,14,61,0
2024-04-24 10:42:52.216280,5,62,0
2024-04-24 10:42:52.216815,10,65,0
2024-04-24 10:42:52.216815,15,64,0
2024-04-24 10:42:52.217459,24,64,0
2024-04-24 10:42:52.217459,23,72,0
2024-04-24 10:42:52.218018,32,65,0
2024-04-24 10:42:52.218568,37,57,0
2024-04-24 10:42:52.219077,36,57,0
